cpf,nome,idade,cidade
145.689.564-80,Cliente_24473,62,Porto Alegre
370.183.790-24,Cliente_33687,19,São Paulo
602.821.140-09,Cliente_33437,70,São Paulo
951.492.640-40,Cliente_45595,37,Belo Horizonte
477.345.841-01,Cliente_89768,36,Belo Horizonte
198.750.969-20,Cliente_95245,22,Rio de Janeiro
266.383.733-40,Cliente_61282,34,Porto Alegre
319.823.348-86,Cliente_35789,76,Porto Alegre
671.989.433-14,Cliente_9465,82,Rio de Janeiro
593.530.749-91,Cliente_39467,37,São Paulo
077.655.045-41,Cliente_81975,54,Belo Horizonte
139.982.329-90,Cliente_19067,35,São Paulo
453.604.148-63,Cliente_82741,57,Rio de Janeiro
656.101.112-00,Cliente_40937,79,Rio de Janeiro
848.826.177-22,Cliente_99061,59,Porto Alegre
513.713.479-13,Cliente_37452,34,São Paulo
607.917.474-09,Cliente_25510,80,São Paulo
687.328.164-64,Cliente_97007,81,Belo Horizonte
325.905.986-53,Cliente_48166,46,Belo Horizonte
959.436.962-02,Cliente_95614,83,Rio de Janeiro
062.912.189-33,Cliente_92122,28,Belo Horizonte
355.900.489-66,Cliente_59262,23,Belo Horizonte
758.438.840-07,Cliente_17059,51,São Paulo
524.301.320-01,Cliente_64338,78,Belo Horizonte
290.506.111-17,Cliente_41012,21,Belo Horizonte
977.224.968-57,Cliente_80517,45,Rio de Janeiro
731.277.017-72,Cliente_72092,77,Belo Horizonte
363.302.437-94,Cliente_34874,51,Rio de Janeiro
674.479.428-04,Cliente_15251,50,Belo Horizonte
458.980.597-92,Cliente_73221,59,São Paulo
876.098.900-90,Cliente_86962,33,São Paulo
696.130.093-61,Duplicata_Cliente_48163,42,Belo Horizonte
099.190.763-92,Cliente_38349,67,Belo Horizonte
991.345.230-90,Cliente_36884,61,São Paulo
640.485.781-20,Cliente_17945,41,São Paulo
555.255.869-32,Cliente_97026,36,Rio de Janeiro
415.234.676-06,Cliente_55222,26,Rio de Janeiro
304.171.352-70,Cliente_39650,72,Rio de Janeiro
117.412.754-66,Duplicata_Cliente_75788,75,São Paulo
131.500.005-99,Cliente_21451,67,Rio de Janeiro
420.623.831-69,Cliente_13436,76,Belo Horizonte
700.988.366-17,Cliente_2572,90,São Paulo
613.568.202-47,Cliente_95817,80,São Paulo
305.031.100-27,Cliente_75567,90,Rio de Janeiro
880.262.796-70,Cliente_45389,68,Porto Alegre
361.032.581-03,Cliente_8439,23,São Paulo
093.795.489-66,Cliente_42396,51,Belo Horizonte
962.249.269-05,Cliente_74301,30,São Paulo
150.145.957-07,Cliente_54719,27,Belo Horizonte
290.865.539-07,Cliente_48174,71,São Paulo
769.657.346-20,Cliente_71749,46,Rio de Janeiro
969.208.829-49,Cliente_16573,56,Belo Horizonte
891.036.394-01,Cliente_87057,45,Rio de Janeiro
520.431.530-64,Cliente_65564,61,São Paulo
707.425.351-00,Cliente_63579,38,Rio de Janeiro
226.697.479-30,Duplicata_Cliente_22423,51,São Paulo
602.845.959-34,Cliente_19948,79,Belo Horizonte
637.292.298-34,Cliente_82803,18,São Paulo
083.560.908-14,Cliente_99085,43,Rio de Janeiro
295.411.391-08,Cliente_60737,23,Porto Alegre
801.845.961-49,Cliente_19453,58,São Paulo
819.065.189-71,Cliente_61328,60,Rio de Janeiro
311.633.452-88,Cliente_70544,46,Porto Alegre
656.702.631-62,Cliente_66208,77,Belo Horizonte
813.666.557-53,Cliente_33002,63,Belo Horizonte
146.871.077-02,Cliente_56771,84,São Paulo
025.196.533-37,Cliente_85492,90,Porto Alegre
489.328.343-00,Cliente_80635,50,Porto Alegre
670.989.765-63,Cliente_46648,32,Belo Horizonte
308.157.995-35,Cliente_81191,54,São Paulo
815.507.732-24,Cliente_9117,45,Rio de Janeiro
989.291.314-09,Cliente_54167,68,Porto Alegre
525.042.664-64,Cliente_99886,84,Rio de Janeiro
456.841.300-11,Cliente_99528,66,Rio de Janeiro
589.298.171-14,Cliente_58178,66,Porto Alegre
544.798.876-44,Cliente_21782,24,Porto Alegre
687.762.538-21,Cliente_20993,66,Rio de Janeiro
080.438.483-51,Cliente_449,60,Rio de Janeiro
768.175.865-85,Cliente_76564,72,Belo Horizonte
613.805.138-63,Cliente_948,43,Porto Alegre
814.549.684-51,Cliente_2275,26,São Paulo
137.218.388-40,Cliente_3892,49,Rio de Janeiro
306.992.204-08,Cliente_2960,21,Belo Horizonte
531.271.110-10,Cliente_74943,74,Porto Alegre
737.600.759-83,Cliente_23381,54,Rio de Janeiro
151.950.609-08,Duplicata_Cliente_13280,39,Porto Alegre
433.733.505-65,Duplicata_Cliente_78760,19,Porto Alegre
091.449.897-50,Cliente_92972,21,São Paulo
742.900.413-02,Cliente_2916,34,Rio de Janeiro
996.550.958-19,Cliente_90459,81,Porto Alegre
622.385.284-31,Cliente_42794,28,Porto Alegre
964.101.791-89,Duplicata_Cliente_83428,82,Rio de Janeiro
947.122.092-08,Cliente_61848,33,Porto Alegre
021.384.825-29,Cliente_72181,20,Porto Alegre
724.756.969-74,Cliente_9731,86,São Paulo
488.123.274-60,Cliente_57253,49,Porto Alegre
697.555.016-65,Cliente_88476,82,Belo Horizonte
927.646.172-83,Cliente_78280,52,Porto Alegre
248.809.811-68,Cliente_82212,73,Rio de Janeiro
414.958.605-58,Cliente_52843,44,São Paulo
839.465.056-27,Cliente_93476,54,São Paulo
002.492.400-84,Cliente_23288,58,Rio de Janeiro
836.426.068-57,Duplicata_Cliente_26970,29,São Paulo
698.071.468-60,Cliente_80942,22,Rio de Janeiro
177.697.808-02,Cliente_40975,19,São Paulo
506.495.231-72,Cliente_69675,81,Belo Horizonte
676.615.367-90,Cliente_44113,50,Belo Horizonte
210.668.968-36,Cliente_94629,89,Porto Alegre
391.592.058-49,Cliente_5061,47,Rio de Janeiro
908.083.648-63,Cliente_41797,69,Belo Horizonte
680.966.819-58,Cliente_24250,84,Rio de Janeiro
501.028.213-56,Cliente_17163,30,São Paulo
251.398.949-04,Duplicata_Cliente_82393,19,Rio de Janeiro
065.255.774-03,Cliente_58348,76,Belo Horizonte
887.907.614-05,Cliente_23733,18,Rio de Janeiro
183.100.798-34,Cliente_58164,43,Porto Alegre
242.391.649-31,Cliente_10774,58,Rio de Janeiro
701.462.669-86,Cliente_91940,49,Belo Horizonte
965.313.526-04,Cliente_6157,81,Belo Horizonte
346.233.928-13,Cliente_6955,68,Porto Alegre
887.887.212-13,Cliente_15854,26,Rio de Janeiro
643.829.204-42,Duplicata_Cliente_42387,39,São Paulo
730.964.894-32,Duplicata_Cliente_87784,79,Rio de Janeiro
600.435.261-60,Cliente_8496,66,São Paulo
731.868.395-05,Cliente_69553,51,Rio de Janeiro
875.488.180-33,Cliente_91713,76,São Paulo
633.385.074-88,Cliente_76453,42,Porto Alegre
555.510.167-81,Duplicata_Cliente_92285,47,Porto Alegre
010.870.694-08,Cliente_74294,41,Belo Horizonte
902.291.989-70,Cliente_6666,58,Rio de Janeiro
549.813.768-04,Cliente_33235,62,São Paulo
343.393.792-39,Cliente_64849,77,São Paulo
611.283.961-06,Cliente_10277,75,Rio de Janeiro
103.302.223-33,Cliente_80917,71,São Paulo
312.881.550-00,Cliente_32393,46,Rio de Janeiro
358.508.835-09,Cliente_88036,21,São Paulo
204.627.333-86,Cliente_62521,62,Belo Horizonte
554.570.016-10,Cliente_70471,27,Rio de Janeiro
840.735.437-68,Cliente_79482,67,Porto Alegre
946.837.780-68,Cliente_8511,31,Belo Horizonte
137.719.940-12,Cliente_72237,28,Belo Horizonte
196.425.196-66,Cliente_98169,41,São Paulo
212.304.943-32,Cliente_35869,19,Belo Horizonte
209.617.554-23,Cliente_59629,55,Rio de Janeiro
079.520.952-50,Cliente_35455,28,Rio de Janeiro
782.540.832-23,Cliente_89480,25,Rio de Janeiro
426.220.533-98,Cliente_12625,26,Rio de Janeiro
270.888.037-39,Cliente_78324,53,Porto Alegre
967.788.817-04,Cliente_34214,62,Porto Alegre
769.358.127-80,Cliente_82244,34,Belo Horizonte
202.603.134-75,Cliente_77552,29,Rio de Janeiro
121.908.607-09,Cliente_6055,66,Porto Alegre
040.403.101-36,Cliente_58319,65,Rio de Janeiro
214.255.181-50,Cliente_59601,65,Rio de Janeiro
021.816.912-40,Cliente_51015,47,São Paulo
543.970.470-14,Cliente_24233,48,Belo Horizonte
190.915.809-76,Cliente_87485,74,Porto Alegre
757.427.285-90,Cliente_44207,54,Rio de Janeiro
363.393.680-77,Cliente_20094,59,Rio de Janeiro
789.955.192-74,Cliente_51118,49,São Paulo
083.225.196-80,Cliente_53005,48,Belo Horizonte
484.526.796-96,Cliente_3011,85,São Paulo
438.443.077-96,Cliente_66485,37,Porto Alegre
010.992.032-52,Cliente_42656,64,Rio de Janeiro
741.982.150-06,Cliente_70624,63,São Paulo
785.174.761-90,Cliente_32170,41,Rio de Janeiro
931.293.845-29,Cliente_67457,64,Porto Alegre
770.104.698-49,Cliente_23684,28,Porto Alegre
017.588.049-20,Cliente_29022,60,Porto Alegre
604.471.666-03,Duplicata_Cliente_27038,18,São Paulo
106.771.015-97,Cliente_18143,52,São Paulo
765.335.708-38,Cliente_37294,33,Rio de Janeiro
603.695.701-70,Cliente_93341,63,São Paulo
427.561.619-77,Cliente_79283,23,Belo Horizonte
238.395.914-65,Cliente_79387,70,Porto Alegre
008.336.498-68,Cliente_54697,57,Rio de Janeiro
287.224.141-85,Cliente_26845,66,Belo Horizonte
928.654.654-89,Cliente_60145,84,Porto Alegre
734.893.931-71,Cliente_24717,41,Porto Alegre
046.216.110-20,Cliente_31016,27,Rio de Janeiro
424.647.193-31,Cliente_59073,51,Rio de Janeiro
681.265.995-96,Cliente_82739,37,Rio de Janeiro
462.292.437-41,Cliente_40671,86,Rio de Janeiro
199.617.628-51,Cliente_52960,29,Belo Horizonte
109.919.953-09,Cliente_15747,44,Rio de Janeiro
258.827.272-00,Cliente_97818,68,Belo Horizonte
701.402.277-68,Cliente_55509,70,São Paulo
428.861.599-21,Cliente_34296,46,Belo Horizonte
914.233.807-70,Cliente_18470,55,Porto Alegre
407.169.523-43,Cliente_44886,38,Porto Alegre
446.239.389-99,Cliente_63954,78,São Paulo
987.648.099-51,Cliente_60098,39,Rio de Janeiro
126.127.896-85,Cliente_66469,56,São Paulo
428.891.907-06,Cliente_93702,63,Belo Horizonte
316.928.442-88,Cliente_44260,54,São Paulo
907.693.280-83,Cliente_82410,78,Rio de Janeiro
382.939.855-77,Cliente_49621,66,São Paulo
178.029.452-24,Cliente_33883,21,São Paulo
329.363.124-00,Duplicata_Cliente_13494,86,Rio de Janeiro
156.548.611-07,Cliente_38408,66,Porto Alegre
561.000.348-24,Cliente_26972,32,Rio de Janeiro
923.125.426-09,Duplicata_Cliente_97702,73,Porto Alegre
966.123.271-70,Cliente_39410,90,Porto Alegre
585.389.719-56,Cliente_77828,54,Porto Alegre
583.485.207-67,Cliente_79762,45,São Paulo
281.406.055-49,Cliente_11729,58,Rio de Janeiro
103.167.334-23,Cliente_53085,30,Rio de Janeiro
313.775.498-44,Cliente_97645,65,Porto Alegre
544.241.982-60,Cliente_83340,35,Porto Alegre
912.639.857-50,Cliente_59300,42,Rio de Janeiro
385.315.538-30,Cliente_85209,44,Rio de Janeiro
368.817.849-10,Cliente_71011,41,Rio de Janeiro
151.906.439-05,Cliente_32789,58,Belo Horizonte
763.837.086-43,Duplicata_Cliente_85079,35,Porto Alegre
421.495.038-08,Cliente_60082,26,São Paulo
990.892.086-31,Cliente_24961,76,Belo Horizonte
030.133.359-98,Cliente_81475,62,Porto Alegre
302.497.887-99,Cliente_97890,59,Porto Alegre
142.706.200-56,Cliente_71329,44,Porto Alegre
967.048.528-24,Cliente_80316,34,Rio de Janeiro
819.656.423-65,Cliente_27100,37,São Paulo
587.949.213-34,Cliente_82587,37,Belo Horizonte
273.706.947-55,Cliente_88321,37,Belo Horizonte
404.343.231-36,Duplicata_Cliente_34206,78,Belo Horizonte
633.522.814-91,Cliente_36569,74,Belo Horizonte
760.183.799-88,Cliente_84751,80,Porto Alegre
574.330.527-71,Cliente_96550,69,Belo Horizonte
358.999.786-94,Cliente_23576,80,Porto Alegre
833.269.279-24,Cliente_57035,52,São Paulo
561.415.415-93,Cliente_15221,38,São Paulo
028.758.215-98,Cliente_44422,25,Belo Horizonte
962.998.273-00,Cliente_65592,26,Rio de Janeiro
822.459.395-90,Cliente_1647,45,Porto Alegre
928.139.639-41,Cliente_44613,81,Porto Alegre
359.366.720-77,Cliente_66255,76,Porto Alegre
356.359.904-10,Cliente_54274,51,Rio de Janeiro
153.231.879-05,Cliente_69492,76,Porto Alegre
845.274.842-65,Cliente_70675,69,Porto Alegre
798.570.052-84,Cliente_35918,60,São Paulo
716.022.462-03,Duplicata_Cliente_205,59,Rio de Janeiro
962.019.228-14,Cliente_62633,88,São Paulo
490.664.154-79,Cliente_13916,38,Rio de Janeiro
817.059.958-02,Cliente_97366,32,Belo Horizonte
259.845.076-09,Cliente_39826,58,Belo Horizonte
493.763.674-05,Cliente_37435,39,Rio de Janeiro
481.413.109-76,Cliente_507,18,Rio de Janeiro
172.274.162-75,Cliente_89402,85,Rio de Janeiro
886.584.680-11,Cliente_48757,65,Porto Alegre
669.996.190-00,Cliente_50423,58,Belo Horizonte
155.929.690-90,Cliente_97917,30,São Paulo
646.189.787-91,Cliente_86084,23,Porto Alegre
994.249.529-02,Cliente_24937,65,Rio de Janeiro
701.105.849-45,Cliente_39956,83,Porto Alegre
275.230.650-40,Cliente_23850,40,Rio de Janeiro
661.007.312-07,Cliente_10173,43,Porto Alegre
592.336.409-30,Cliente_652,89,Belo Horizonte
630.125.352-33,Cliente_34836,74,São Paulo
726.552.867-07,Cliente_40443,25,Belo Horizonte
415.548.164-24,Cliente_38281,63,Belo Horizonte
116.770.147-09,Cliente_20179,38,Belo Horizonte
814.749.661-36,Cliente_90536,90,São Paulo
021.474.592-91,Cliente_6695,34,Rio de Janeiro
075.684.920-95,Cliente_22078,87,Rio de Janeiro
110.359.797-30,Cliente_76260,79,Rio de Janeiro
312.684.250-01,Cliente_32022,52,São Paulo
259.044.266-15,Cliente_33023,26,Porto Alegre
658.270.710-80,Cliente_73097,50,Rio de Janeiro
764.078.213-98,Cliente_58427,43,Rio de Janeiro
144.795.638-90,Cliente_39362,61,Porto Alegre
217.319.340-68,Cliente_60234,52,Belo Horizonte
809.434.693-09,Cliente_34219,64,Rio de Janeiro
821.408.479-20,Cliente_36733,41,São Paulo
853.476.558-87,Cliente_52882,22,Rio de Janeiro
624.585.629-90,Cliente_18652,40,São Paulo
516.741.380-08,Cliente_96306,89,Rio de Janeiro
727.768.268-85,Cliente_49306,87,Rio de Janeiro
595.987.111-45,Cliente_83957,53,São Paulo
103.579.668-64,Cliente_81044,18,Belo Horizonte
117.885.855-34,Cliente_73551,33,Rio de Janeiro
774.227.323-34,Cliente_61471,41,Belo Horizonte
183.876.283-36,Cliente_22458,54,Porto Alegre
269.014.575-88,Cliente_58126,28,São Paulo
044.980.020-24,Cliente_4510,19,Rio de Janeiro
004.353.614-06,Cliente_94942,36,Rio de Janeiro
504.992.215-16,Cliente_80290,56,Rio de Janeiro
225.558.770-02,Cliente_46600,58,Belo Horizonte
856.164.530-05,Cliente_98161,50,Porto Alegre
624.624.014-31,Cliente_2826,60,Belo Horizonte
791.122.359-97,Cliente_25687,19,São Paulo
606.380.872-87,Duplicata_Cliente_57184,18,Belo Horizonte
452.737.515-60,Cliente_82731,71,Belo Horizonte
917.516.304-71,Cliente_36960,43,Belo Horizonte
342.259.637-21,Cliente_92257,18,Rio de Janeiro
992.410.273-80,Cliente_99366,60,Rio de Janeiro
358.360.128-90,Cliente_80020,51,Porto Alegre
363.926.028-79,Cliente_8598,33,Belo Horizonte
325.236.108-68,Cliente_88645,45,São Paulo
573.630.375-23,Cliente_78381,70,Rio de Janeiro
756.611.245-70,Cliente_73389,76,São Paulo
557.154.429-58,Duplicata_Cliente_43228,35,Belo Horizonte
476.196.566-50,Cliente_86374,45,Belo Horizonte
549.781.611-85,Cliente_77490,65,Porto Alegre
749.667.858-98,Cliente_72287,77,Porto Alegre
406.578.300-38,Cliente_28440,49,São Paulo
186.729.208-48,Duplicata_Cliente_61904,22,Porto Alegre
035.272.450-14,Cliente_33112,22,Porto Alegre
485.865.128-26,Cliente_9613,42,Rio de Janeiro
020.761.775-90,Cliente_74554,52,Rio de Janeiro
224.890.406-18,Cliente_9338,33,Porto Alegre
137.291.659-84,Cliente_12413,77,Rio de Janeiro
824.410.576-34,Cliente_10349,25,São Paulo
094.273.630-37,Cliente_53967,23,Porto Alegre
096.859.639-83,Duplicata_Cliente_20352,70,Porto Alegre
806.673.550-22,Cliente_22694,51,São Paulo
681.218.560-43,Cliente_31100,64,Rio de Janeiro
477.686.612-90,Cliente_61342,24,Belo Horizonte
391.658.667-03,Cliente_50841,60,Rio de Janeiro
819.271.247-86,Cliente_87004,79,Porto Alegre
680.063.515-46,Cliente_73704,79,São Paulo
936.352.731-04,Cliente_49089,18,Belo Horizonte
044.518.219-91,Cliente_15463,76,Porto Alegre
227.196.779-14,Cliente_46093,37,Belo Horizonte
283.612.248-07,Cliente_63377,35,Rio de Janeiro
177.597.922-98,Cliente_14434,64,Belo Horizonte
687.135.893-50,Cliente_50304,68,Rio de Janeiro
095.325.233-75,Cliente_87686,73,Belo Horizonte
201.991.905-26,Cliente_59071,68,Porto Alegre
117.094.741-73,Cliente_38407,69,Rio de Janeiro
227.175.635-98,Cliente_99765,58,Porto Alegre
956.125.433-60,Cliente_77606,32,Porto Alegre
768.267.287-02,Cliente_20645,61,Porto Alegre
928.202.429-60,Cliente_79367,48,Rio de Janeiro
590.759.344-08,Cliente_23119,74,Rio de Janeiro
355.711.818-50,Cliente_66817,36,Rio de Janeiro
325.734.957-28,Cliente_31245,31,Rio de Janeiro
644.112.519-65,Cliente_76869,31,São Paulo
585.596.239-30,Cliente_37774,34,Belo Horizonte
048.702.060-05,Duplicata_Cliente_32726,55,Porto Alegre
035.739.978-13,Cliente_42179,22,Rio de Janeiro
080.918.312-93,Cliente_86120,73,Rio de Janeiro
001.212.125-80,Cliente_34311,71,Porto Alegre
498.326.123-06,Cliente_77690,76,Porto Alegre
206.446.158-26,Cliente_97908,48,Belo Horizonte
155.951.001-33,Cliente_92107,27,Porto Alegre
344.206.849-50,Cliente_34102,58,Porto Alegre
473.491.082-06,Cliente_66850,33,Belo Horizonte
552.167.667-82,Cliente_732,42,Porto Alegre
247.843.009-61,Cliente_83208,25,Rio de Janeiro
035.226.653-84,Cliente_75089,29,Rio de Janeiro
205.316.660-69,Cliente_92895,59,Rio de Janeiro
230.252.818-20,Cliente_93508,60,Belo Horizonte
815.463.214-46,Cliente_88601,24,São Paulo
118.924.977-43,Cliente_11868,59,São Paulo
498.497.560-12,Cliente_2378,38,Belo Horizonte
077.589.195-96,Cliente_64607,64,São Paulo
097.298.339-23,Cliente_54894,74,Belo Horizonte
399.037.530-04,Cliente_29094,84,Porto Alegre
064.415.591-45,Cliente_89051,90,Belo Horizonte
192.199.823-74,Cliente_31441,57,São Paulo
869.594.595-24,Cliente_37852,67,Belo Horizonte
941.141.944-52,Cliente_85171,54,Porto Alegre
825.234.692-86,Cliente_7905,22,São Paulo
990.026.604-80,Cliente_94674,34,Rio de Janeiro
704.823.641-81,Cliente_67300,68,São Paulo
390.000.802-74,Cliente_29283,40,Porto Alegre
444.064.609-34,Cliente_3891,64,Belo Horizonte
959.738.523-69,Cliente_53766,56,Porto Alegre
757.149.721-39,Cliente_34976,46,São Paulo
614.356.959-25,Cliente_51105,67,São Paulo
464.965.378-95,Cliente_76625,27,Belo Horizonte
208.573.342-55,Cliente_76661,73,Porto Alegre
499.453.117-00,Duplicata_Cliente_20474,67,Rio de Janeiro
458.736.999-33,Cliente_28414,73,Porto Alegre
689.973.766-32,Cliente_15920,62,Rio de Janeiro
241.034.258-22,Cliente_81352,40,Rio de Janeiro
519.063.697-63,Cliente_18591,72,São Paulo
802.250.982-53,Cliente_74519,73,Rio de Janeiro
183.038.586-02,Cliente_46395,27,São Paulo
886.822.712-65,Duplicata_Cliente_24880,41,São Paulo
091.413.381-03,Cliente_81262,76,Belo Horizonte
837.833.059-18,Cliente_14187,26,São Paulo
482.653.692-55,Cliente_74050,55,São Paulo
609.097.560-58,Cliente_50212,66,São Paulo
515.512.934-63,Cliente_59612,19,São Paulo
506.877.979-26,Duplicata_Cliente_54892,86,São Paulo
166.888.970-67,Cliente_15429,39,Belo Horizonte
947.664.740-07,Cliente_87224,76,Belo Horizonte
839.732.215-96,Cliente_58046,54,Porto Alegre
564.347.024-18,Cliente_89814,21,Belo Horizonte
105.461.496-26,Cliente_21550,40,Rio de Janeiro
683.067.810-23,Duplicata_Cliente_43221,30,Porto Alegre
486.100.445-48,Cliente_6722,45,São Paulo
295.539.341-02,Cliente_60055,31,Rio de Janeiro
375.958.316-44,Cliente_12284,28,Porto Alegre
584.960.440-50,Cliente_38194,48,Porto Alegre
735.203.471-48,Cliente_56092,65,São Paulo
331.755.612-92,Cliente_25941,66,Rio de Janeiro
499.908.913-03,Duplicata_Cliente_23206,58,Porto Alegre
000.808.566-83,Duplicata_Cliente_36598,58,Belo Horizonte
117.762.039-17,Cliente_7843,67,Belo Horizonte
830.866.058-47,Cliente_67893,48,Porto Alegre
701.666.668-90,Cliente_71559,32,Rio de Janeiro
050.875.268-02,Cliente_30180,86,Rio de Janeiro
320.054.466-02,Cliente_80777,40,Rio de Janeiro
617.914.870-84,Cliente_79739,29,São Paulo
910.375.724-24,Cliente_3953,53,Porto Alegre
166.253.732-81,Cliente_68085,25,Porto Alegre
233.527.027-30,Cliente_48191,77,Belo Horizonte
538.095.475-81,Cliente_56157,52,Porto Alegre
577.653.591-34,Cliente_78337,25,Rio de Janeiro
545.926.411-16,Cliente_49888,55,Belo Horizonte
121.017.351-48,Cliente_19666,73,Porto Alegre
632.098.102-49,Cliente_57422,57,São Paulo
538.489.955-73,Cliente_18173,59,São Paulo
098.449.294-15,Cliente_41904,85,Belo Horizonte
355.882.990-51,Cliente_57625,43,Belo Horizonte
981.863.670-80,Duplicata_Cliente_80144,80,Rio de Janeiro
916.024.436-45,Cliente_4221,77,Porto Alegre
209.412.476-27,Duplicata_Cliente_22005,88,Porto Alegre
116.269.039-99,Cliente_99272,57,Porto Alegre
740.473.244-18,Cliente_94390,87,Belo Horizonte
377.468.361-19,Cliente_43686,41,São Paulo
421.295.355-26,Duplicata_Cliente_77134,47,Belo Horizonte
191.016.077-66,Cliente_34867,45,Porto Alegre
601.302.301-89,Cliente_18713,59,São Paulo
141.423.044-37,Cliente_51323,67,São Paulo
334.088.627-02,Cliente_33439,54,Rio de Janeiro
129.045.654-26,Cliente_23670,89,São Paulo
032.086.029-95,Cliente_49765,79,São Paulo
435.419.818-57,Cliente_87494,85,Porto Alegre
232.096.454-18,Cliente_33266,64,Porto Alegre
653.838.362-92,Duplicata_Cliente_89930,23,Rio de Janeiro
084.975.092-00,Cliente_10085,90,Rio de Janeiro
460.410.674-66,Cliente_66332,74,Porto Alegre
681.148.126-99,Cliente_2197,28,Belo Horizonte
396.827.016-94,Cliente_50260,46,Belo Horizonte
684.516.243-32,Cliente_98470,59,Rio de Janeiro
300.168.266-39,Cliente_53311,76,Rio de Janeiro
849.008.017-80,Cliente_14243,47,Belo Horizonte
396.294.205-03,Cliente_65537,77,São Paulo
610.905.180-21,Cliente_97629,54,Rio de Janeiro
852.537.993-03,Cliente_88296,34,Belo Horizonte
714.824.306-81,Cliente_5362,51,Rio de Janeiro
343.804.773-04,Cliente_5445,66,Porto Alegre
571.763.552-40,Cliente_62884,86,Belo Horizonte
647.468.590-51,Cliente_55872,66,Rio de Janeiro
015.420.290-82,Cliente_73278,27,São Paulo
812.653.213-02,Cliente_39798,29,Rio de Janeiro
062.151.365-22,Cliente_48551,25,Belo Horizonte
975.607.639-95,Cliente_61374,19,Porto Alegre
648.124.735-78,Cliente_87567,80,Porto Alegre
350.154.573-83,Cliente_89690,18,Porto Alegre
228.537.418-69,Cliente_96757,60,Porto Alegre
654.243.533-63,Cliente_42397,25,Belo Horizonte
324.205.349-48,Cliente_38599,59,São Paulo
449.636.196-52,Cliente_43472,46,Belo Horizonte
621.029.614-94,Cliente_48172,32,São Paulo
226.977.946-03,Cliente_2069,39,Belo Horizonte
051.042.053-20,Cliente_88366,25,São Paulo
880.411.650-10,Cliente_54711,89,Porto Alegre
915.483.274-84,Cliente_83652,74,Rio de Janeiro
296.303.014-23,Cliente_29851,75,Porto Alegre
963.851.957-67,Cliente_22088,77,Belo Horizonte
111.805.043-64,Duplicata_Cliente_86126,18,Rio de Janeiro
317.941.578-91,Cliente_67028,85,São Paulo
255.768.283-72,Cliente_3182,40,São Paulo
885.881.040-67,Cliente_30190,68,Belo Horizonte
132.321.214-03,Cliente_63907,59,Belo Horizonte
907.973.224-93,Cliente_93646,57,Porto Alegre
985.528.759-26,Cliente_91091,78,Rio de Janeiro
145.788.753-34,Cliente_80964,40,Belo Horizonte
489.430.720-07,Cliente_81886,25,Porto Alegre
355.537.266-11,Cliente_28779,57,Rio de Janeiro
694.005.538-03,Cliente_3122,48,Porto Alegre
963.281.816-47,Cliente_28782,61,Belo Horizonte
123.634.014-09,Cliente_84991,76,São Paulo
544.760.688-80,Cliente_24842,89,São Paulo
528.777.506-71,Cliente_41786,71,São Paulo
119.814.908-68,Cliente_96467,52,Belo Horizonte
658.540.406-89,Cliente_46715,53,Rio de Janeiro
699.465.967-41,Cliente_53511,88,Rio de Janeiro
526.032.524-96,Cliente_63739,22,Belo Horizonte
619.067.783-53,Cliente_94462,41,São Paulo
683.535.067-93,Cliente_79354,68,Porto Alegre
459.752.893-86,Cliente_52306,50,Porto Alegre
060.553.936-70,Cliente_55305,80,Rio de Janeiro
934.934.004-62,Cliente_98893,48,Porto Alegre
408.708.020-03,Cliente_40293,42,Rio de Janeiro
396.337.829-88,Cliente_79549,55,São Paulo
423.368.409-79,Cliente_14292,76,Rio de Janeiro
712.188.309-05,Cliente_1811,67,Porto Alegre
283.230.306-42,Cliente_32749,45,Porto Alegre
307.171.306-14,Cliente_47129,28,Rio de Janeiro
096.707.412-62,Cliente_64897,18,São Paulo
363.338.535-50,Cliente_89196,54,Belo Horizonte
552.263.692-04,Cliente_19463,57,São Paulo
153.990.831-32,Cliente_262,44,Porto Alegre
879.073.441-66,Cliente_52898,57,Belo Horizonte
509.580.620-72,Cliente_11801,18,Rio de Janeiro
147.116.732-10,Cliente_51952,60,Porto Alegre
889.598.405-64,Cliente_98428,24,Belo Horizonte
430.512.016-00,Cliente_63378,27,Porto Alegre
133.610.675-10,Cliente_99358,66,Rio de Janeiro
994.594.126-70,Cliente_76721,36,Porto Alegre
239.371.787-08,Cliente_28667,81,Belo Horizonte
609.307.434-07,Cliente_56289,32,Rio de Janeiro
908.371.716-01,Cliente_15419,40,Belo Horizonte
256.729.914-91,Cliente_23736,79,São Paulo
572.820.513-56,Cliente_15442,47,Porto Alegre
421.612.794-08,Cliente_32030,88,Porto Alegre
655.064.449-66,Cliente_4791,63,São Paulo
609.355.612-34,Cliente_84216,84,Rio de Janeiro
463.822.020-70,Cliente_15531,51,Belo Horizonte
851.423.003-43,Cliente_66962,49,Belo Horizonte
236.484.188-74,Cliente_90508,60,Rio de Janeiro
342.352.076-01,Duplicata_Cliente_63939,19,Belo Horizonte
369.618.560-47,Cliente_19252,76,Porto Alegre
247.238.627-30,Cliente_48435,81,São Paulo
670.381.459-75,Cliente_4124,90,São Paulo
113.124.351-00,Cliente_22337,57,Belo Horizonte
455.893.097-60,Cliente_82885,22,Rio de Janeiro
673.706.447-74,Cliente_10635,61,Belo Horizonte
989.767.912-07,Cliente_51507,90,Belo Horizonte
